Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),RTO,Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Wheel Size,Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City,Car Location
Hyundai,Creta E Diesel,Zero Dep,Diesel,5,"20,882",RJ01,First Owner,1493,Manual,2020,,113.98,250,,Jul,2020,30,12.0,Jaipur,
Tata,New Safari DICOR 2.2 EX 4x2,Not Available,Diesel,7,"1,07,963",RJ14,Third Owner,2179,Manual,2013,11.57,138.1,320,16,Nov,2013,75,2.8,Jaipur,
Maruti,Alto 800 LXI,Not Available,Petrol,5,"16,670",RJ14,Second Owner,796,Manual,2014,22.74,47.3,69,,Nov,2014,75,2.5,Jaipur,
Honda,City 1.5 V MT,Not Available,Petrol,5,"98,845",RJ14,Fourth Owner,1497,Manual,2010,17,"118PS at 6,600 ",146Nm at 4800 r,15,Jan,2011,75,2.5,Jaipur,
Honda,City 1.5 S MT,Comprehensive,Petrol,5,"64,045",RJ14,First Owner,1497,Manual,2010,17,"118PS at 6,600 ",146Nm at 4800 r,15,Oct,2010,75,3.5,Jaipur,
Maruti,Swift Dzire VDI,Not Available,Diesel,5,"1,21,741",RJ14,First Owner,1248,Manual,2014,23.4,74,190,14,Sept,2014,75,4.5,Jaipur,
Tata,Harrier XT plus Dark Edition,Zero Dep,Diesel,5,"26,913",RJ45,First Owner,1956,Manual,2022,16.35,167.67,350,17,Apr,2022,15,18.0,Jaipur,
Hyundai,i10 Era 1.1,Not Available,Petrol,5,"51,769",RJ14,First Owner,1086,Manual,2008,19.81,68.05,99.04,,Apr,2008,75,1.5,Jaipur,
Tata,Tiago 1.2 Revotron XT,Zero Dep,Petrol,5,"1,01,555",RJ45,First Owner,1199,Manual,2019,23.84,84,114,,Mar,2019,40,3.5,Jaipur,
Maruti,Alto 800 LXI,Not Available,Petrol,5,"46,718",RJ14,First Owner,796,Manual,2017,24.7,47.3,69,,Sept,2017,60,2.5,Jaipur,
Hyundai,i20 Magna 1.2,Not Available,Petrol,5,"77,342",RJ14,Third Owner,1197,Manual,2015,18.6,81.83,114.7,,Aug,2015,75,4.25,Jaipur,
Maruti,Wagon R LXI Minor,Not Available,Petrol,5,"1,23,982",RJ14,Third Owner,1061,Manual,2009,18.9,67,84,13,Jun,2009,75,1.15,Jaipur,
Toyota,Urban cruiser High,Zero Dep,Petrol,5,"5,093",RJ01,First Owner,1462,Manual,2022,17.03,103.26,138,16,Jul,2022,15,10.0,Jaipur,
Maruti,Baleno Sigma,Not Available,Petrol,5,"9,849",RJ45,First Owner,1197,Manual,2022,22.35,88.50,113,,Mar,2022,15,7.0,Jaipur,
Skoda,Rapid 1.0 TSI Style,Not Available,Petrol,5,"93,136",CH01,First Owner,999,Manual,2020,18.97,108.62,175,R16,Aug,2020,30,7.5,Jaipur,
Hyundai,Venue SX iMT,Comprehensive,Petrol,5,"9,131",RJ34,First Owner,998,Manual,2022,18,118.35,171.6,,Jun,2022,15,11.0,Jaipur,
Tata,Tiago 1.2 Revotron XT,Not Available,Petrol,5,"17,267",RJ45,Third Owner,1199,Manual,2019,23.84,84,114,,Oct,2019,40,4.0,Jaipur,
Maruti,Swift Dzire VXI,Third Party,Petrol,5,"85,446",RJ14,First Owner,1197,Manual,2014,19.1,85.8,114,14,Oct,2014,75,5.0,Jaipur,
Volkswagen,Polo Diesel Comfortline 1.2L,Not Available,Diesel,5,"1,29,459",RJ14,Second Owner,1199,Manual,2012,22.07,73.9,180,15,Jan,2013,75,3.5,Jaipur,
Hyundai,Grand i10 CRDi Asta,Not Available,Diesel,5,"1,31,993",RJ14,Second Owner,1120,Manual,2013,24,70,160,14,Oct,2013,75,2.5,Jaipur,
Ford,Ecosport 1.5 DV5 MT Titanium Optional,Not Available,Diesel,5,"97,443",RJ14,Second Owner,1498,Manual,2014,22.7,89.84,204,16,Jul,2014,75,4.0,Jaipur,
Hyundai,i20 Magna,Not Available,Petrol,5,"15,170",RJ45,First Owner,1197,Manual,2020,21,81.80,114.74,,Nov,2020,30,6.2,Jaipur,
Maruti,Wagon R VXI BS IV,Not Available,Petrol,5,"73,814",RJ14,Second Owner,998,Manual,2013,20.51,67.04,90,,Jan,2013,75,3.1,Jaipur,
Hyundai,i20 1.2 Asta,Not Available,Petrol,5,"34,571",RJ45,First Owner,1197,Manual,2018,18.6,81.83,114.7,16,May,2018,50,8.0,Jaipur,
Maruti,Alto K10 VXI,Third Party,Petrol,5,"53,795",RJ45,First Owner,998,Manual,2018,23.95,67.05,90,,Oct,2018,50,3.3,Jaipur,
Nissan,Micra Active XV S,Not Available,Petrol,5,"60,571",RJ14,Third Owner,1198,Manual,2016,19.49,67.04,104,,Aug,2016,70,2.35,Jaipur,
Honda,Amaze S Petrol BSIV,Not Available,Petrol,5,"35,429",RJ45,First Owner,1199,Manual,2019,19.5,88.76,110,,Jul,2019,40,6.0,Jaipur,
Hyundai,i20 Sportz 1.4 CRDi,Comprehensive,Diesel,5,"1,19,215",RJ02,First Owner,1396,Manual,2014,21.9,88.76,219.6,14,Aug,2014,75,3.4,Jaipur,
Hyundai,Venue E,Not Available,Petrol,5,"3,039",RJ45,First Owner,1197,Manual,2021,17.52,81.86,113.76,,May,2021,20,7.5,Jaipur,
Hyundai,Grand i10 Sportz,Not Available,Petrol,5,"66,559",RJ14,First Owner,1197,Manual,2016,18.9,82,114,,Nov,2016,70,3.3,Jaipur,
Skoda,New Laura Ambiente 2.0 TDI CR MT,Not Available,Diesel,5,"1,18,565",RJ14,Third Owner,1968,Manual,2010,20,108.5,250,16,Aug,2010,75,2.0,Jaipur,
Hyundai,Tucson GLS Diesel AT,Not Available,Diesel,5,"29,925",RJ45,First Owner,1995,Automatic,2021,15.38,182.37,400,R18,Jun,2021,20,22.0,Jaipur,
Maruti,Baleno 1.3 Delta,Not Available,Diesel,5,"1,04,796",HR26,Second Owner,1248,Manual,2017,27.39,74,190,,Jul,2017,60,6.4,Jaipur,
Maruti,Alto LX BSIII,Not Available,Petrol,5,"89,958",RJ14,Second Owner,796,Manual,2009,19.7,46.3,62,12,Feb,2009,75,1.4,Jaipur,
Hyundai,i20 Asta 1.4 CRDi,Not Available,Diesel,5,"89,910",RJ07,Second Owner,1396,Manual,2015,22.54,88.73,219.7,16,May,2015,75,5.4,Jaipur,
Hyundai,Verna 1.6 CRDi EX MT,Not Available,Diesel,5,"1,14,716",RJ16,First Owner,1582,Manual,2013,22.32,126.3,259.9,15,Sept,2013,75,4.0,Jaipur,
Honda,Amaze E Option i-VTEC,Not Available,Petrol,5,"36,284",RJ14,First Owner,1198,Manual,2018,17.8,86.7,109,,Feb,2018,50,6.0,Jaipur,
Renault,KWID 1.0 RXT Optional AT 2016-2019,Not Available,Petrol,5,"71,338",RJ14,First Owner,999,Automatic,2016,23.01,67,91,,Jan,2017,70,3.1,Jaipur,
Hyundai,Verna 1.6 SX,Not Available,Diesel,5,"96,987",RJ14,First Owner,1582,Manual,2012,22.32,126.32,259.8,16,Apr,2012,75,5.0,Jaipur,
Honda,Amaze S i-Vtech,Third Party,Petrol,5,"63,817",RJ14,First Owner,1198,Manual,2015,18,86.7,109,,Nov,2015,75,4.5,Jaipur,
Maruti,Baleno 1.2 CVT Alpha,Zero Dep,Petrol,5,"34,992",RJ45,First Owner,1197,Automatic,2018,21.4,83.1,115,16,May,2018,50,7.0,Jaipur,
Tata,New Safari XT Plus,Third Party,Diesel,7,"1,446",RJ14,First Owner,1956,Manual,2022,16.14,167.67,350,18,Nov,2022,15,19.0,Jaipur,
Volkswagen,Vento Petrol Highline,Not Available,Petrol,5,"1,44,882",HR51,Second Owner,1598,Manual,2011,15.04,103.6,153,15,May,2011,75,2.5,Jaipur,
Volkswagen,Polo Diesel Comfortline 1.2L,Not Available,Diesel,5,"1,80,119",RJ45,First Owner,1199,Manual,2013,22.07,73.9,180,15,Aug,2013,75,4.0,Jaipur,
Hyundai,i10 Magna 1.1L,Not Available,Petrol,5,"43,185",RJ14,First Owner,1086,Manual,2015,19.81,68.05,99.04,,Aug,2015,75,3.25,Jaipur,
Chevrolet,Spark 1.0 LT,Comprehensive,Petrol,5,"1,62,615",RJ14,First Owner,995,Manual,2010,18,62,90.3,13,Mar,2011,75,0.8,Jaipur,
Hyundai,Creta SX Diesel,Zero Dep,Diesel,5,"53,695",GJ06,First Owner,1493,Manual,2021,,113.45,250,17,Dec,2021,20,16.5,Jaipur,
Hyundai,Verna 1.6 SX CRDi (O),Not Available,Diesel,5,"89,607",RJ14,First Owner,1582,Manual,2014,22.32,126.32,259.8,16,May,2014,75,4.25,Jaipur,
Maruti,Swift Dzire VDI,Not Available,Diesel,5,"69,029",RJ14,First Owner,1248,Manual,2015,26.59,74,190,,Feb,2016,75,5.25,Jaipur,
Honda,Mobilio S i-DTEC,Not Available,Diesel,7,"2,01,670",RJ19,Third Owner,1498,Manual,2015,24.2,98.6,200,,Jun,2015,75,4.5,Jaipur,
Volkswagen,Vento Diesel Comfortline,Not Available,Diesel,5,"1,04,707",RJ14,Second Owner,1598,Manual,2013,20.54,103.6,250,15,Oct,2013,75,3.8,Jaipur,
Land,Rover Range Rover Velar P250 R-Dynamic S,Not Available,Petrol,5,"16,503",HR06,First Owner,1997,Automatic,2019,15.8,247,365,19,Aug,2019,40,77.0,Jaipur,
Ford,Figo Diesel Titanium,Not Available,Diesel,5,"91,002",RJ14,Second Owner,1399,Manual,2011,20,68,160,14,Jul,2011,75,2.0,Jaipur,
Honda,Amaze SX i-VTEC,Not Available,Petrol,5,"71,426",RJ14,Second Owner,1198,Manual,2016,18,86.7,109,,Aug,2016,70,4.0,Jaipur,
Mahindra,XUV500 W10 1.99 mHawk,Comprehensive,Diesel,7,"93,422",RJ14,Second Owner,1997,Manual,2016,16,140,320,17,Jun,2016,70,9.5,Jaipur,
Hyundai,i20 Asta 1.4 CRDi,Zero Dep,Diesel,5,"75,486",RJ14,First Owner,1396,Manual,2014,22.54,88.73,219.7,16,May,2015,75,5.5,Jaipur,
Maruti,Ciaz 1.3 Delta,Not Available,Diesel,5,"1,23,969",RJ14,Second Owner,1248,Manual,2017,28.09,88.5,200,,Mar,2018,60,5.5,Jaipur,
Honda,Amaze VX Diesel,Not Available,Diesel,5,"41,363",RJ45,First Owner,1498,Manual,2020,24.7,98.63,200,R15,Oct,2020,30,7.5,Jaipur,
Renault,Triber RXL,Not Available,Petrol,7,"17,013",RJ01,First Owner,999,Manual,2020,20,71.01,96,,Jun,2020,30,5.8,Jaipur,
Mercedes-Benz,C-Class 220 CDI AT,Comprehensive,Diesel,5,"1,05,064",RJ45,First Owner,2143,Automatic,2013,14.84,170,400,16,Feb,2013,75,10.0,Jaipur,
Hyundai,Grand i10 Magna,Not Available,Petrol,5,"45,286",RJ14,Second Owner,1197,Manual,2015,18.9,82,114,,Aug,2015,75,4.1,Jaipur,
Renault,Pulse RxZ,Not Available,Diesel,5,"1,70,330",RJ14,Second Owner,1461,Manual,2012,23.08,63.12,160,15,Feb,2012,75,1.45,Jaipur,
Hyundai,EON Era,Not Available,Petrol,5,"93,202",RJ14,Second Owner,814,Manual,2013,21.1,55.2,74.5,12,Dec,2013,75,1.8,Jaipur,
Toyota,Innova 2.5 GX 7 STR,Not Available,Diesel,7,"2,21,493",RJ14,First Owner,2494,Manual,2012,12.8,,20,15,Jun,2012,75,7.0,Jaipur,
Toyota,Innova 2.5 VX (Diesel) 7 Seater,Not Available,Diesel,7,"1,30,285",RJ14,First Owner,2494,Manual,2013,12.99,100.6,200,15,Nov,2013,75,9.0,Jaipur,
Honda,City ZX CVT,Not Available,Petrol,5,"12,404",RJ45,First Owner,1498,Automatic,2021,18.3,119.35,145,16,Dec,2021,20,14.0,Jaipur,
Maruti,Vitara Brezza VXI,Not Available,Petrol,5,"27,881",RJ45,First Owner,1462,Manual,2020,17.03,103.26,138,,Aug,2020,30,8.5,Jaipur,
Maruti,Swift Dzire 1.2 Vxi BSIV,Not Available,Petrol,5,"72,645",RJ14,First Owner,1197,Manual,2010,17.5,85.8,114,14,Sept,2010,75,2.0,Jaipur,
Maruti,Alto 800 LXI,Not Available,Petrol,5,"63,661",RJ14,Second Owner,796,Manual,2013,22.74,47.3,69,,Nov,2013,75,2.2,Jaipur,
Maruti,Ertiga SHVS VDI,Not Available,Diesel,7,"58,021",RJ14,First Owner,1248,Manual,2017,24.52,88.5,200,,Mar,2018,60,8.0,Jaipur,
Renault,Duster 110PS Diesel RxL,Not Available,Diesel,5,"1,32,186",RJ14,First Owner,1461,Manual,2012,19.01,108.45,248,16,Oct,2012,75,3.1,Jaipur,
Maruti,Vitara Brezza VDi,Comprehensive,Diesel,5,"66,200",RJ40,First Owner,1248,Manual,2018,24.3,88.5,200,,Feb,2018,50,8.25,Jaipur,
Tata,Tigor EV XM Plus,Comprehensive,Electric,5,"46,200",RJ14,Second Owner,0,Automatic,2021,,40.23,105,,Jun,2021,20,8.75,Jaipur,
Maruti,Alto LXI,Comprehensive,Petrol,5,"96,480",RJ14,Second Owner,796,Manual,2008,19.7,46.3,62,12,Oct,2008,75,1.35,Jaipur,
Hyundai,Verna S Plus,Comprehensive,Petrol,5,"15,250",RJ31,First Owner,1497,Manual,2021,17.7,113.18,143.8,,Dec,2021,20,9.5,Jaipur,
Hyundai,Verna 1.6 CRDI,Comprehensive,Diesel,5,"1,19,400",RJ14,First Owner,1582,Manual,2011,22.32,126.3,259.9,15,Jun,2011,75,4.25,Jaipur,
Hyundai,i20 1.2 Magna,Third Party,Petrol,5,"49,890",HR29,First Owner,1197,Manual,2010,18.5,80 PS at 5200 ,"11.4 kgm at 4,000 r",14,Nov,2010,75,2.1,Jaipur,
Hyundai,i20 Magna 1.2,Comprehensive,Petrol,5,"88,207",DL3C,First Owner,1197,Manual,2015,18.6,81.83,114.7,,Apr,2015,75,4.65,Jaipur,
Maruti,Vitara Brezza ZXI,Third Party insurance,Petrol,5,"49,848",RJ45,First Owner,1462,Manual,2020,17.03,103.26,138,R16,Oct,2020,30,8.75,Jaipur,
BMW,X6 xDrive 40d M Sport,Comprehensive,Diesel,5,"47,000",JH01,First Owner,2993,Automatic,2017,15.87,308.43,630,19,Jul,2017,60,65.0,Jaipur,
Ford,Ecosport 1.5 Ti VCT MT Ambiente BSIV,Comprehensive,Petrol,5,"69,000",HR26,First Owner,1499,Manual,2016,15.85,110.4,140,,Mar,2016,70,4.85,Jaipur,
BMW,6 Series GT 620d Luxury Line 2019-2021,Third Party insurance,Diesel,4,"55,000",HR36,First Owner,1995,Automatic,2020,17.09,187.74,400,18,Feb,2020,30,53.0,Jaipur,
Land,Rover Range Rover Sport HSE,Comprehensive,Diesel,5,"47,000",HR77,First Owner,2993,Automatic,2018,12.65,255,600,20,Nov,2018,50,1.1,Jaipur,
Ford,Endeavour 2.2 Titanium AT 4X2 Sunroof,Comprehensive,Diesel,7,"41,000",DL10,First Owner,2198,Automatic,2018,12.62,158,385,18,Aug,2018,50,29.5,Jaipur,
Volkswagen,Polo 1.5 TDI Highline,Comprehensive,Diesel,5,"91,200",RJ14,Second Owner,1498,Manual,2014,20.14,88.8,230,15,Jun,2014,75,4.5,Jaipur,
Ford,Ecosport 1.5 Diesel Titanium,Comprehensive,Diesel,5,"65,000",RJ13,Second Owner,1498,Manual,2015,21.7,98.96,215,R16,Mar,2015,75,5.9,Jaipur,
Volkswagen,Polo 1.5 TDI Trendline,Third Party insurance,Diesel,5,"1,15,000",HR26,First Owner,1498,Manual,2016,20.14,88.5,230,,Nov,2016,70,4.1,Jaipur,
Honda,Amaze S Petrol,Third Party insurance,Petrol,5,"25,102",HR26,First Owner,1199,Manual,2019,18.6,88.76,110,,May,2019,40,6.25,Jaipur,
Audi,Q8 55 TFSI Quattro,Comprehensive,Petrol,5,"28,000",HR26,First Owner,2995,Automatic,2021,9.8,340,500,20,Jul,2021,20,1.01,Jaipur,
Mercedes-Benz,C-Class C300 Cabriolet,Third Party insurance,Petrol,4,"30,000",WB1O,First Owner,1991,Automatic,2019,9.6,345.98,370,17,Jun,2019,40,68.0,Jaipur,
Chevrolet,Sail LS ABS,Third Party insurance,Diesel,5,"64,000",HR51,First Owner,1248,Manual,2014,22.1,74,190,,Dec,2014,75,2.45,Jaipur,
Honda,Amaze V Diesel BSIV,Third Party insurance,Diesel,5,"72,000",HR26,First Owner,1498,Manual,2019,27.4,98.63,200,,Feb,2019,40,6.8,Jaipur,
Mercedes-Benz,E-Class Exclusive E 220d,Third Party insurance,Diesel,5,"13,000",GJ03,First Owner,1950,Automatic,2021,16.1,191.76,400,17,May,2021,20,72.0,Jaipur,
Mercedes-Benz,E-Class Exclusive E 220d,Comprehensive,Diesel,5,"11,000",GJ39,First Owner,1950,Automatic,2022,16.1,191.76,400,17,Mar,2022,15,74.0,Jaipur,
Renault,KWID CAPTAIN AMERICA 1.0 AMT,Third Party insurance,Petrol,5,"45,377",RJ45,First Owner,999,Automatic,2018,24.04,67,91,,May,2018,50,4.1,Jaipur,
Toyota,Glanza G,Third Party insurance,Petrol,5,"51,885",RJ02,First Owner,1197,Manual,2020,21.01,81.80,113,R16,Apr,2020,30,6.95,Jaipur,
Hyundai,i20 1.4 Asta,Comprehensive,Diesel,5,"84,250",RJ14,Second Owner,1396,Manual,2017,22.54,88.73,219.7,16,Aug,2017,60,6.9,Jaipur,
Ford,Ecosport 1.5 DV5 MT Trend,Third Party insurance,Diesel,5,"66,001",DL12,Second Owner,1498,Manual,2014,22.7,89.84,204,,Feb,2014,75,4.55,Jaipur,
Hyundai,i20 Sportz 1.4 CRDi,Third Party insurance,Diesel,5,"83,204",HR51,Second Owner,1396,Manual,2013,22.54,88.73,219.7,,Apr,2013,75,3.35,Jaipur,
Renault,Duster 85PS Diesel RxE,Comprehensive,Diesel,5,"1,21,000",RJ42,Fourth Owner,1461,Manual,2013,19.87,83.8,200,,Dec,2013,75,3.35,Jaipur,
Ford,Figo Diesel LXI,Third Party,Diesel,5,"90,300",HR26,First Owner,1399,Manual,2013,20,68,160,,Jan,2014,75,2.1,Jaipur,
Hyundai,Santro Era Executive BSIV,Third Party insurance,Petrol,5,"34,743",RJ32,First Owner,1086,Manual,2019,20.3,68,99,,Oct,2019,40,4.5,Jaipur,
Maruti,Swift Vdi BSIII,Comprehensive,Diesel,5,"93,155",RJ14,Third Owner,1248,Manual,2007,17.8,75,190 ,14,Oct,2007,75,2.3,Jaipur,
Hyundai,i10 Magna,Comprehensive,Petrol,5,"83,000",RJ45,Second Owner,1197,Manual,2012,20.36,78.9,111.7,13,Oct,2012,75,2.45,Jaipur,
Tata,Harrier XZ BSIV,Third Party insurance,Diesel,5,"45,261",RJ45,First Owner,1956,Manual,2019,17,138.1,350,17,Aug,2019,40,14.9,Jaipur,
Mahindra,XUV500 W10 2WD,Comprehensive,Diesel,7,"75,235",RJ51,Second Owner,2179,Manual,2016,16,140,330,17,Jun,2016,70,10.25,Jaipur,
Tata,Harrier XM BSIV,Third Party insurance,Diesel,5,"18,875",RJ45,First Owner,1956,Manual,2019,17,138.1,350,,Oct,2019,40,14.5,Jaipur,
Honda,Civic 1.8 S AT,Comprehensive,Petrol,5,"89,000",RJ14,Second Owner,1799,Automatic,2009,12.9,130,172,15,Dec,2009,75,2.9,Jaipur,
Honda,Amaze S i-Dtech,Comprehensive,Diesel,5,"85,000",RJ21,Third Owner,1498,Manual,2015,25.8,98.6,200,,Oct,2015,75,3.8,Jaipur,
Maruti,Ignis 1.3 Zeta,Third Party insurance,Diesel,5,"86,837",RJ14,First Owner,1248,Manual,2017,26.8,74,190,,Mar,2017,60,5.25,Jaipur,
Honda,City V MT,Third Party insurance,Petrol,5,"24,334",RJ45,First Owner,1497,Manual,2019,17.4,117.60,145,15,Jul,2019,40,8.95,Jaipur,
Maruti,Vitara Brezza ZDi,Third Party insurance,Diesel,5,"54,754",RJ40,First Owner,1248,Manual,2019,24.3,88.5,200,16,Dec,2019,40,9.4,Jaipur,
Honda,Amaze S i-Vtech,Comprehensive,Petrol,5,"85,000",RJ39,First Owner,1198,Manual,2014,18,86.7,109,,Sept,2014,75,3.81,Jaipur,
Maruti,Vitara Brezza VDi,Third Party insurance,Diesel,5,"34,030",RJ02,First Owner,1248,Manual,2018,24.3,88.5,200,,May,2018,50,8.25,Jaipur,
